state_fips,license_type_code,license_type_name,license_category,permits_on_premise,permits_off_premise,permits_beer,permits_wine,permits_spirits,retail_channel,abv_limit,quota_limited,quota_notes,transferable,annual_fee_range,issuing_authority,statutory_reference,notes,research_status,research_source,last_verified_date
26,MI_TAVR,Tavern License,on_premise,True,False,True,True,False,bar_restaurant,,True,Quota: 1 per 1500 population,True,,Michigan MLCC,MCL 436.1531,Beer wine and mixed spirit drinks only; no straight spirits; quota-limited,draft,https://www.michigan.gov/lcc/licensing/license-types,2026-03-24
26,MI_RSOR,Class C Resort License,on_premise,True,False,True,True,True,hotel,,False,,False,,Michigan MLCC,MCL 436.1531,Resort complexes; non-quota; registered guests and members,draft,https://www.michigan.gov/lcc/licensing/license-types,2026-03-24
26,MI_SDM,Specially Designated Merchant (SDM),off_premise,False,True,True,True,False,grocery,,False,,True,,Michigan MLCC,MCL 436.1537,Beer and wine off-premises; grocery convenience and gas stations,draft,https://www.michigan.gov/lcc/licensing/license-types,2026-03-24
26,MI_SDD,Specially Designated Distributor (SDD),off_premise,False,True,False,False,True,liquor_store,,True,Quota limited,True,,Michigan MLCC,MCL 436.1533,Spirits off-premises; quota-limited; usually paired with SDM,draft,https://www.michigan.gov/lcc/licensing/license-types,2026-03-24
26,MI_MICB,Micro Brewer License,craft_brewery,True,True,True,False,False,any,,False,,True,,Michigan MLCC,MCL 436.1536a,Up to 60000 barrels/year; taproom and retail sales allowed,draft,https://www.michigan.gov/lcc/licensing/license-types,2026-03-24
26,MI_BRPB,Brewpub License,craft_brewery,True,True,True,False,False,bar_restaurant,,False,,True,,Michigan MLCC,MCL 436.1536,Brew and serve on-premises; non-quota; limited off-premises sales,draft,https://www.michigan.gov/lcc/licensing/license-types,2026-03-24
26,MI_SMDL,Small Distiller License,manufacturer,True,True,False,False,True,any,,False,,True,,Michigan MLCC,MCL 436.1536b,Up to 60000 gallons/year; tasting room permitted,draft,https://www.michigan.gov/lcc/licensing/license-types,2026-03-24
26,MI_DIST,Distiller License,manufacturer,False,False,False,False,True,any,,False,,True,,Michigan MLCC,MCL 436.1536b,Over 60000 gallons/year; sells through state distribution,draft,https://www.michigan.gov/lcc/licensing/license-types,2026-03-24
26,MI_SMWN,Small Wine Maker License,farm_winery,True,True,False,True,False,any,,False,,True,,Michigan MLCC,MCL 436.1536a,Up to 50000 gallons/year; tasting room and retail,draft,https://www.michigan.gov/lcc/licensing/license-types,2026-03-24
26,MI_WHOL,Wholesaler License,wholesaler,False,False,True,True,True,any,,False,,True,,Michigan MLCC,MCL 436.1537,Wholesale distribution; beer and wine; spirits distributed by state,draft,https://www.michigan.gov/lcc/licensing/license-types,2026-03-24
27,MN_ONLQ,On-Sale Intoxicating Liquor License,on_premise,True,False,True,True,True,bar_restaurant,,True,Varies by municipality,True,,Municipal/County Authority,MN Stat. §340A.404,Full on-sale license; beer wine and spirits; municipality sets quota,draft,https://dps.mn.gov/divisions/age/licensing,2026-03-24
27,MN_ONWN,On-Sale Wine License,on_premise,True,False,False,True,False,bar_restaurant,14,False,,False,,Municipal/County Authority,MN Stat. §340A.404,Wine up to 14% ABV; must serve food; 30+ seats required,draft,https://dps.mn.gov/divisions/age/licensing,2026-03-24
27,MN_ON32,On-Sale 3.2 Malt Liquor License,on_premise,True,False,True,False,False,bar_restaurant,3.2,False,,False,,Municipal/County Authority,MN Stat. §340A.411,Low-point beer only on-premises,draft,https://dps.mn.gov/divisions/age/licensing,2026-03-24
27,MN_OFLQ,Off-Sale Intoxicating Liquor License,off_premise,False,True,True,True,True,liquor_store,,True,Varies by municipality,True,,Municipal/County Authority,MN Stat. §340A.405,Exclusive liquor store; all beverages; must be standalone liquor store,draft,https://dps.mn.gov/divisions/age/licensing,2026-03-24
27,MN_OF32,Off-Sale 3.2 Malt Liquor License,off_premise,False,True,True,False,False,grocery,3.2,False,,False,,Municipal/County Authority,MN Stat. §340A.411,Grocery and convenience stores; recently expanded to regular-strength beer,draft,https://dps.mn.gov/divisions/age/licensing,2026-03-24
27,MN_BREW,Brewery License,manufacturer,True,True,True,False,False,any,,False,,True,,MN Dept of Public Safety/AGED,MN Stat. §340A.301,Taproom and off-sale growler privileges,draft,https://dps.mn.gov/divisions/age/licensing,2026-03-24
27,MN_MICD,Microdistillery License,manufacturer,True,True,False,False,True,any,,False,,True,,MN Dept of Public Safety/AGED,MN Stat. §340A.301,Cocktail room and off-sale allowed; production limits apply,draft,https://dps.mn.gov/divisions/age/licensing,2026-03-24
27,MN_FWNE,Farm Winery License,farm_winery,True,True,False,True,False,any,,False,,True,,MN Dept of Public Safety/AGED,MN Stat. §340A.315,Must use MN-grown fruit; tasting room and off-sale,draft,https://dps.mn.gov/divisions/age/licensing,2026-03-24
27,MN_WHOL,Wholesaler License,wholesaler,False,False,True,True,True,any,,False,,True,,MN Dept of Public Safety/AGED,MN Stat. §340A.301,Wholesale distribution of all beverage types,draft,https://dps.mn.gov/divisions/age/licensing,2026-03-24
28,MS_ONPR,On-Premises Retailer Permit,on_premise,True,False,True,True,True,bar_restaurant,,False,,True,,Mississippi ABC/DOR,MS Code §67-1-51,Bars and restaurants; fee $450-$900 based on size/revenue,draft,https://www.dor.ms.gov/abc/abc-licenses-permits,2026-03-24
28,MS_PKGR,Package Retailer Permit,off_premise,False,True,True,True,True,liquor_store,,False,,True,,Mississippi ABC/DOR,MS Code §67-1-51,Sealed packages for off-premises consumption; $900 annual fee typical,draft,https://www.dor.ms.gov/abc/abc-licenses-permits,2026-03-24
28,MS_NTVW,Native Wine Retailer Permit,off_premise,False,True,False,True,False,any,,False,,True,,Mississippi ABC/DOR,MS Code §67-5-1,Mississippi-produced native wines; separate from light wine permits,draft,https://www.dor.ms.gov/abc/abc-licenses-permits,2026-03-24
28,MS_LTWN,Light Wine and Beer Permit,dual,True,True,True,True,False,grocery,,False,,True,,Mississippi ABC/DOR,MS Code §67-3-1,Beer and light wine (under 5% ABW for beer); grocery and convenience,draft,https://www.dor.ms.gov/abc/abc-licenses-permits,2026-03-24
28,MS_MNF1,Manufacturer Permit (Distillery),manufacturer,False,False,False,False,True,any,,False,,True,,Mississippi ABC/DOR,MS Code §67-1-51,Class 1 Distiller/Rectifier; production bottling and wholesale through ABC,draft,https://www.dor.ms.gov/abc/abc-licenses-permits,2026-03-24
28,MS_MNFB,Manufacturer Permit (Brewery),manufacturer,True,True,True,False,False,any,,False,,True,,Mississippi ABC/DOR,MS Code §67-3-1,Beer production; tasting room allowed,draft,https://www.dor.ms.gov/abc/abc-licenses-permits,2026-03-24
28,MS_MNFW,Manufacturer Permit (Winery),manufacturer,True,True,False,True,False,any,,False,,True,,Mississippi ABC/DOR,MS Code §67-5-1,Wine production; tasting room and direct sales,draft,https://www.dor.ms.gov/abc/abc-licenses-permits,2026-03-24
28,MS_WHOL,Wholesaler/Distributor Permit,wholesaler,False,False,True,True,True,any,,False,,True,,Mississippi ABC/DOR,MS Code §67-1-51,Distribution of wine and spirits to retailers,draft,https://www.dor.ms.gov/abc/abc-licenses-permits,2026-03-24
29,MO_RBYD,Retail By the Drink (Spirits Wine Beer),on_premise,True,False,True,True,True,bar_restaurant,,False,,True,,Missouri ATC,RSMo §311.200,$300 annual fee; on-premises consumption of all beverages,draft,https://atc.dps.mo.gov/licensing/,2026-03-24
29,MO_BLWD,Beer and Light Wine By the Drink,on_premise,True,False,True,True,False,bar_restaurant,,False,,True,,Missouri ATC,RSMo §311.200,Beer and wine (up to 22% ABV) by the drink,draft,https://atc.dps.mo.gov/licensing/,2026-03-24
29,MO_5BDR,5% Beer By the Drink,on_premise,True,False,True,False,False,bar_restaurant,5,False,,True,,Missouri ATC,RSMo §311.200,Low-point beer only on-premises,draft,https://atc.dps.mo.gov/licensing/,2026-03-24
29,MO_OPL,Original Package Liquor (Off-Premises),off_premise,False,True,True,True,True,liquor_store,,False,,True,,Missouri ATC,RSMo §311.200,$100 annual fee; sealed original packages not consumed on premises,draft,https://atc.dps.mo.gov/licensing/,2026-03-24
29,MO_OP5B,Original Package 5% Beer,off_premise,False,True,True,False,False,grocery,5,False,,True,,Missouri ATC,RSMo §311.200,5% beer in original package; grocery and convenience,draft,https://atc.dps.mo.gov/licensing/,2026-03-24
29,MO_DOMW,Domestic Winery License,farm_winery,True,True,False,True,False,any,,False,,True,,Missouri ATC,RSMo §311.200,Missouri winery; tasting room and retail sales; may self-distribute,draft,https://atc.dps.mo.gov/licensing/,2026-03-24
29,MO_MICB,Microbrewery License,craft_brewery,True,True,True,False,False,any,,False,,True,,Missouri ATC,RSMo §311.195,Limited production; taproom sales and wholesale,draft,https://atc.dps.mo.gov/licensing/,2026-03-24
29,MO_LMFS,Liquor Manufacturer-Solicitor,manufacturer,False,False,False,False,True,any,,False,,True,,Missouri ATC,RSMo §311.200,Spirits manufacturer and sales to wholesalers,draft,https://atc.dps.mo.gov/licensing/,2026-03-24
29,MO_LWHS,Liquor Wholesale Solicitor,wholesaler,False,False,True,True,True,any,,False,,True,,Missouri ATC,RSMo §311.200,Wholesale of all alcoholic beverages,draft,https://atc.dps.mo.gov/licensing/,2026-03-24
30,MT_ALLB,All-Beverages License,on_premise,True,False,True,True,True,bar_restaurant,,True,Population-based quota by area,True,,Montana Dept of Revenue,MCA §16-4-201,Most common on-premises; beer wine and spirits; quota-limited and highly transferable,draft,https://mtrevenue.gov/liquor/licensing/,2026-03-24
30,MT_BRON,On-Premises Beer License,on_premise,True,False,True,False,False,bar_restaurant,,False,,True,,Montana Dept of Revenue,MCA §16-4-201,Beer only on-premises; may add wine amendment,draft,https://mtrevenue.gov/liquor/licensing/,2026-03-24
30,MT_RBWN,Restaurant Beer and Wine License,on_premise,True,False,True,True,False,bar_restaurant,,False,,True,,Montana Dept of Revenue,MCA §16-4-201,Beer and table wine; must derive 65% revenue from food,draft,https://mtrevenue.gov/liquor/licensing/,2026-03-24
30,MT_OFFP,Off-Premises Beer and Wine License,off_premise,False,True,True,True,False,grocery,,False,,True,,Montana Dept of Revenue,MCA §16-4-201,Grocery and drug stores; beer and table wine only,draft,https://mtrevenue.gov/liquor/licensing/,2026-03-24
30,MT_AGLS,Agency Liquor Store,off_premise,False,True,True,True,True,liquor_store,,False,,False,,Montana Dept of Revenue,MCA §16-2-101,State-contracted stores; MT is control state for spirits,draft,https://mtrevenue.gov/liquor/licensing/,2026-03-24
30,MT_BREW,Brewery License,manufacturer,True,True,True,False,False,any,,False,,True,,Montana Dept of Revenue,MCA §16-3-213,Taproom allowed (48 oz per person per day); may self-distribute,draft,https://mtrevenue.gov/liquor/licensing/,2026-03-24
30,MT_WINE,Winery License,farm_winery,True,True,False,True,False,any,,False,,True,,Montana Dept of Revenue,MCA §16-4-107,Tasting room and retail sales allowed,draft,https://mtrevenue.gov/liquor/licensing/,2026-03-24
30,MT_DIST,Distillery License,manufacturer,True,True,False,False,True,any,,False,,True,,Montana Dept of Revenue,MCA §16-3-213,Tasting room allowed; spirits sold through state system,draft,https://mtrevenue.gov/liquor/licensing/,2026-03-24
31,NE_CLSC,Class C License (On-Premises All),on_premise,True,False,True,True,True,bar_restaurant,,False,,True,,Nebraska Liquor Control Commission,NRS §53-124,On-premises consumption of all alcoholic liquor; may include sampling,draft,https://lcc.nebraska.gov/license-types,2026-03-24
31,NE_CLSI,Class I License (On-Premises All),on_premise,True,False,True,True,True,bar_restaurant,,False,,True,,Nebraska Liquor Control Commission,NRS §53-124,On-premises consumption; similar to Class C with different fee structure,draft,https://lcc.nebraska.gov/license-types,2026-03-24
31,NE_CLSD,Class D License (Off-Premises All),off_premise,False,True,True,True,True,liquor_store,,False,,True,,Nebraska Liquor Control Commission,NRS §53-124,Off-premises original packages; full liquor store,draft,https://lcc.nebraska.gov/license-types,2026-03-24
31,NE_CLSJ,Class J License (Off-Premises Limited),off_premise,False,True,True,True,True,grocery,,False,,True,,Nebraska Liquor Control Commission,NRS §53-124,Off-premises; alcohol revenue cannot exceed 20% of total gross revenue; grocery/convenience,draft,https://lcc.nebraska.gov/license-types,2026-03-24
31,NE_BOTL,Bottle Club License,on_premise,True,False,False,False,False,club,,False,,True,,Nebraska Liquor Control Commission,NRS §53-124.01,BYOB establishment; patrons bring own liquor,draft,https://lcc.nebraska.gov/license-types,2026-03-24
31,NE_BREW,Craft Brewery License,craft_brewery,True,True,True,False,False,any,,False,,True,,Nebraska Liquor Control Commission,NRS §53-123.14,Production and taproom sales; may self-distribute,draft,https://lcc.nebraska.gov/license-types,2026-03-24
31,NE_FWNE,Farm Winery License,farm_winery,True,True,False,True,False,any,,False,,True,,Nebraska Liquor Control Commission,NRS §53-123.15,NE-grown fruit; tasting room and retail,draft,https://lcc.nebraska.gov/license-types,2026-03-24
31,NE_MDST,Micro Distillery License,manufacturer,True,True,False,False,True,any,,False,,True,,Nebraska Liquor Control Commission,NRS §53-123.16,Limited production distillery; tasting room,draft,https://lcc.nebraska.gov/license-types,2026-03-24
31,NE_WHOL,Wholesale License,wholesaler,False,False,True,True,True,any,,False,,True,,Nebraska Liquor Control Commission,NRS §53-124,Beer and liquor wholesale distribution,draft,https://lcc.nebraska.gov/license-types,2026-03-24
32,NV_TAVA,Tavern License (Class A - All Beverages),on_premise,True,False,True,True,True,bar_restaurant,,,,,Local Jurisdiction,NRS 369,On-premises all beverages; issued by city/county,researched,draft,https://tax.nv.gov/FAQs/Liquor_Tax_FAQs/,
32,NV_TVA1,Tavern Limited License (Class A-1 Beer/Wine),on_premise,True,False,True,True,False,bar_restaurant,,,,,Local Jurisdiction,NRS 369,On-premises beer wine and coolers only,researched,draft,https://tax.nv.gov/FAQs/Liquor_Tax_FAQs/,
32,NV_CKTL,Cocktail Lounge License (Class B),on_premise,True,False,True,True,True,bar_restaurant,,,,,Local Jurisdiction,NRS 369,On-premises in conjunction with another business (casino/hotel),researched,draft,https://tax.nv.gov/FAQs/Liquor_Tax_FAQs/,
32,NV_PKGD,Package License (Class D - All Beverages),off_premise,False,True,True,True,True,liquor_store,,,,,Local Jurisdiction,NRS 369,Off-premises sealed packages; all beverages,researched,draft,https://tax.nv.gov/FAQs/Liquor_Tax_FAQs/,
32,NV_PKD1,Package Limited License (Class D-1 Beer/Wine),off_premise,False,True,True,True,False,grocery,,,,,Local Jurisdiction,NRS 369,Off-premises beer wine and coolers only; grocery and convenience,researched,draft,https://tax.nv.gov/FAQs/Liquor_Tax_FAQs/,
32,NV_CLUB,Club License (Class F),on_premise,True,False,True,True,True,club,,,,,Local Jurisdiction,NRS 369,Private club on-premises consumption,researched,draft,https://tax.nv.gov/FAQs/Liquor_Tax_FAQs/,
32,NV_IWHL,Import-Wholesale License (Class E),wholesaler,False,False,True,True,True,any,,False,,True,,NV Dept of Taxation,NRS 369,Import and wholesale distribution,draft,https://tax.nv.gov/FAQs/Liquor_Tax_FAQs/,2026-03-24
32,NV_BREW,Brewery License,manufacturer,True,True,True,False,False,any,,False,,True,,NV Dept of Taxation,NRS 597.230,Taproom and retail sales allowed,draft,https://tax.nv.gov/FAQs/Liquor_Tax_FAQs/,2026-03-24
32,NV_DIST,Distillery License,manufacturer,True,True,False,False,True,any,,False,,True,,NV Dept of Taxation,NRS 597.235,Tasting room; sells to wholesalers,draft,https://tax.nv.gov/FAQs/Liquor_Tax_FAQs/,2026-03-24
32,NV_WINE,Winery License,manufacturer,True,True,False,True,False,any,,False,,True,,NV Dept of Taxation,NRS 597.240,Estate winery with tasting and retail,draft,https://tax.nv.gov/FAQs/Liquor_Tax_FAQs/,2026-03-24
33,NH_ONPR,On-Premises License (Full),on_premise,True,False,True,True,True,bar_restaurant,,False,,True,,NH Liquor Commission,RSA 178:1,Restaurants hotels and venues; all beverages; NH is control state for spirits,draft,https://www.liquorandwineoutlets.com/licensing,2026-03-24
33,NH_ONBW,On-Premises Beer and Wine License,on_premise,True,False,True,True,False,bar_restaurant,,False,,True,,NH Liquor Commission,RSA 178:1,Beer and wine only on-premises,draft,https://www.liquorandwineoutlets.com/licensing,2026-03-24
33,NH_OFFP,Off-Premises Beer and Wine License,off_premise,False,True,True,True,False,grocery,,False,,True,,NH Liquor Commission,RSA 178:1,Grocery and drug stores; beer and wine; no spirits (state stores only),draft,https://www.liquorandwineoutlets.com/licensing,2026-03-24
33,NH_STLQ,State Liquor Store,off_premise,False,True,True,True,True,liquor_store,,False,,False,,NH Liquor Commission,RSA 177:1,State-operated stores; NH is a control state for spirits and wine,draft,https://www.liquorandwineoutlets.com/licensing,2026-03-24
33,NH_BREW,Beverage Manufacturer License (Brewery),manufacturer,True,True,True,False,False,any,,False,,True,,NH Liquor Commission,RSA 178:11,Brew and sell to wholesale distributors; tasting room,draft,https://www.liquorandwineoutlets.com/licensing,2026-03-24
33,NH_LMFR,Liquor Manufacturer License (Distillery),manufacturer,True,True,False,False,True,any,,False,,True,,NH Liquor Commission,RSA 178:6,Distill and sell to state commission; one on-premises license allowed,draft,https://www.liquorandwineoutlets.com/licensing,2026-03-24
33,NH_WINE,Winery License,farm_winery,True,True,False,True,False,any,,False,,True,,NH Liquor Commission,RSA 178:12,Production and tasting room; retail and wholesale,draft,https://www.liquorandwineoutlets.com/licensing,2026-03-24
33,NH_WHOL,Wholesale Distributor License,wholesaler,False,False,True,True,False,any,,False,,True,,NH Liquor Commission,RSA 178:7,Beer and wine distribution; spirits distributed by state,draft,https://www.liquorandwineoutlets.com/licensing,2026-03-24
35,NM_DISP,Dispenser License (Full),dual,True,True,True,True,True,bar_restaurant,,True,Quota-limited; highly valuable,True,,NM Regulation & Licensing Dept ABC,NM Liquor Control Act §60-6A,Bars nightclubs; all beverages on and off-premises; transferable and leasable,draft,https://www.rld.nm.gov/alcohol-and-gaming/liquor-licenses/,2026-03-24
35,NM_RSTA,Restaurant License A (Beer & Wine),on_premise,True,False,True,True,False,bar_restaurant,,False,,False,,NM Regulation & Licensing Dept ABC,NM Liquor Control Act §60-6A,Beer and wine only; non-transferable,draft,https://www.rld.nm.gov/alcohol-and-gaming/liquor-licenses/,2026-03-24
35,NM_RSTB,Restaurant License B (Full),on_premise,True,False,True,True,True,bar_restaurant,,False,,False,,NM Regulation & Licensing Dept ABC,NM Liquor Control Act §60-6A,Beer wine and spirits; non-transferable; requires food service,draft,https://www.rld.nm.gov/alcohol-and-gaming/liquor-licenses/,2026-03-24
35,NM_RETL,Retailer License,off_premise,False,True,True,True,True,liquor_store,,True,Quota-limited,True,,NM Regulation & Licensing Dept ABC,NM Liquor Control Act §60-6A,Package liquor store; off-premises only; transferable,draft,https://www.rld.nm.gov/alcohol-and-gaming/liquor-licenses/,2026-03-24
35,NM_GROC,Grocery/Convenience Off-Premises,off_premise,False,True,True,True,False,grocery,,False,,False,,NM Regulation & Licensing Dept ABC,NM Liquor Control Act §60-6A,Beer and wine off-premises at grocery and convenience stores,draft,https://www.rld.nm.gov/alcohol-and-gaming/liquor-licenses/,2026-03-24
35,NM_SMBR,Small Brewer License,craft_brewery,True,True,True,False,False,any,,False,,False,,NM Regulation & Licensing Dept ABC,NM Liquor Control Act §60-6A,Limited production; taproom and retail,draft,https://www.rld.nm.gov/alcohol-and-gaming/liquor-licenses/,2026-03-24
35,NM_WNGR,Winegrower License,farm_winery,True,True,False,True,False,any,,False,,False,,NM Regulation & Licensing Dept ABC,NM Liquor Control Act §60-6A,NM wine production; tasting room and direct sales,draft,https://www.rld.nm.gov/alcohol-and-gaming/liquor-licenses/,2026-03-24
35,NM_WHOL,Wholesaler License,wholesaler,False,False,True,True,True,any,,False,,True,,NM Regulation & Licensing Dept ABC,NM Liquor Control Act §60-6A,Wholesale distribution; multiple classes by beverage type,draft,https://www.rld.nm.gov/alcohol-and-gaming/liquor-licenses/,2026-03-24
36,NY_ONLA,On-Premises Liquor License (OP),on_premise,True,False,True,True,True,bar_restaurant,,False,,True,,NY State Liquor Authority (SLA),ABC Law §64,Full on-premises; all beverages; must serve food at all hours,draft,https://sla.ny.gov/license-types,2026-03-24
36,NY_ONRW,Restaurant Wine License (RW),on_premise,True,False,False,True,False,bar_restaurant,,False,,True,,NY State Liquor Authority (SLA),ABC Law §64-a,Wine and beer only; restaurant setting,draft,https://sla.ny.gov/license-types,2026-03-24
36,NY_ONBR,Beer and Wine On-Premises (EB/TW),on_premise,True,False,True,True,False,bar_restaurant,,False,,True,,NY State Liquor Authority (SLA),ABC Law §64,Eating place beer and tavern wine; limited beverages,draft,https://sla.ny.gov/license-types,2026-03-24
36,NY_OFLA,Off-Premises Liquor Store License (L),off_premise,False,True,False,True,True,liquor_store,,False,,True,,NY State Liquor Authority (SLA),ABC Law §63,Wine and spirits only; no beer; standalone liquor store required,draft,https://sla.ny.gov/license-types,2026-03-24
36,NY_OFGB,Off-Premises Grocery Beer License (GA),off_premise,False,True,True,False,False,grocery,,False,,True,,NY State Liquor Authority (SLA),ABC Law §63,Beer only in grocery and convenience stores; no wine or spirits,draft,https://sla.ny.gov/license-types,2026-03-24
36,NY_FBRW,Farm Brewery License,farm_winery,True,True,True,False,False,any,,False,,True,,NY State Liquor Authority (SLA),ABC Law §51-a,Must use NY ingredients; taproom and retail; up to 75000 barrels,draft,https://sla.ny.gov/license-types,2026-03-24
36,NY_FWNE,Farm Winery License,farm_winery,True,True,False,True,False,any,,False,,True,,NY State Liquor Authority (SLA),ABC Law §76-a,Must use NY-grown fruit; up to 250000 gallons; tasting room and up to 5 branch offices,draft,https://sla.ny.gov/license-types,2026-03-24
36,NY_FDST,Farm Distillery License,manufacturer,True,True,False,False,True,any,,False,,True,,NY State Liquor Authority (SLA),ABC Law §61-a,Must use NY ingredients; up to 75000 gallons; tasting room,draft,https://sla.ny.gov/license-types,2026-03-24
36,NY_BREW,Brewery License,manufacturer,True,True,True,False,False,any,,False,,True,,NY State Liquor Authority (SLA),ABC Law §51,Full-scale brewery; taproom and wholesale,draft,https://sla.ny.gov/license-types,2026-03-24
36,NY_WHOL,Wholesale License,wholesaler,False,False,True,True,True,any,,False,,True,,NY State Liquor Authority (SLA),ABC Law §53,Wholesale to licensed retailers and other wholesalers,draft,https://sla.ny.gov/license-types,2026-03-24
37,NC_ONMB,On-Premises Malt Beverage Permit,on_premise,True,True,True,False,False,bar_restaurant,,False,,True,,NC ABC Commission,GS §18B-1001,On-premises and original container off-premises; beer,draft,https://abc.nc.gov/permits/types,2026-03-24
37,NC_ONUW,On-Premises Unfortified Wine Permit,on_premise,True,False,False,True,False,bar_restaurant,,False,,True,,NC ABC Commission,GS §18B-1001,On-premises wine up to 16% ABV,draft,https://abc.nc.gov/permits/types,2026-03-24
37,NC_MIXB,Mixed Beverages Permit,on_premise,True,False,True,True,True,bar_restaurant,,False,,True,,NC ABC Commission,GS §18B-1001,On-premises mixed drinks with spirituous liquor; restaurants hotels clubs,draft,https://abc.nc.gov/permits/types,2026-03-24
37,NC_OFMB,Off-Premises Malt Beverage Permit,off_premise,False,True,True,False,False,grocery,,False,,True,,NC ABC Commission,GS §18B-1001,Beer in original containers; grocery and convenience,draft,https://abc.nc.gov/permits/types,2026-03-24
37,NC_OFUW,Off-Premises Unfortified Wine Permit,off_premise,False,True,False,True,False,grocery,,False,,True,,NC ABC Commission,GS §18B-1001,Wine up to 16% ABV off-premises; grocery stores,draft,https://abc.nc.gov/permits/types,2026-03-24
37,NC_ABCS,ABC Store (State-Run Spirits Retail),off_premise,False,True,False,False,True,liquor_store,,False,,False,,NC ABC Boards (Local),GS §18B-800,Locally operated ABC stores; NC is control state for spirits,draft,https://abc.nc.gov/permits/types,2026-03-24
37,NC_BREW,Brewery Permit,manufacturer,True,True,True,False,False,any,,False,,True,,NC ABC Commission,GS §18B-1104,Production; taproom and retail; sell to wholesalers,draft,https://abc.nc.gov/permits/types,2026-03-24
37,NC_UWNE,Unfortified Winery Permit,farm_winery,True,True,False,True,False,any,,False,,True,,NC ABC Commission,GS §18B-1001,Wine production; tasting room,draft,https://abc.nc.gov/permits/types,2026-03-24
37,NC_DIST,Distillery Permit,manufacturer,True,True,False,False,True,any,,False,,True,,NC ABC Commission,GS §18B-1105,Spirits production; limited tastings; sells through ABC system,draft,https://abc.nc.gov/permits/types,2026-03-24
37,NC_MBWH,Malt Beverage Wholesaler Permit,wholesaler,False,False,True,False,False,any,,False,,True,,NC ABC Commission,GS §18B-1109,$300 annual fee,draft,https://abc.nc.gov/permits/types,2026-03-24
37,NC_WNWH,Wine Wholesaler Permit,wholesaler,False,False,False,True,False,any,,False,,True,,NC ABC Commission,GS §18B-1107,$300 annual fee,draft,https://abc.nc.gov/permits/types,2026-03-24
38,ND_ONSALE,On-Sale License (All Beverages),on_premise,True,False,True,True,True,bar_restaurant,,False,,True,,City/County Authority,NDCC §5-02,On-premises all alcoholic beverages; locally issued,draft,https://www.tax.nd.gov/alcohol/licensing,2026-03-24
38,ND_OFSALE,Off-Sale License (All Beverages),off_premise,False,True,True,True,True,liquor_store,,False,,True,,City/County Authority,NDCC §5-02,Off-premises all beverages; locally issued,draft,https://www.tax.nd.gov/alcohol/licensing,2026-03-24
38,ND_BRTAP,Brewer Taproom License,craft_brewery,True,True,True,False,False,any,,False,,True,,ND Office of State Tax Commissioner,NDCC §5-01,Taproom and self-distribution to retailers and wholesalers,draft,https://www.tax.nd.gov/alcohol/licensing,2026-03-24
38,ND_DOMWN,Domestic Winery License,farm_winery,True,True,False,True,False,any,,False,,True,,ND Office of State Tax Commissioner,NDCC §5-01,No ingredient restriction; tasting and on-site sales,draft,https://www.tax.nd.gov/alcohol/licensing,2026-03-24
38,ND_DOMD,Domestic Distillery License,manufacturer,True,True,False,False,True,any,,False,,True,,ND Office of State Tax Commissioner,NDCC §5-01,Up to 25000 gallons/year; tasting and retail,draft,https://www.tax.nd.gov/alcohol/licensing,2026-03-24
38,ND_MFG,North Dakota Manufacturing License,manufacturer,False,False,True,True,True,any,,False,,True,,ND Office of State Tax Commissioner,NDCC §5-01,Traditional manufacturer; no tasting room; all products through wholesaler,draft,https://www.tax.nd.gov/alcohol/licensing,2026-03-24
38,ND_WHOL,Wholesale License,wholesaler,False,False,True,True,True,any,,False,,True,,ND Office of State Tax Commissioner,NDCC §5-01,Wholesale distribution,draft,https://www.tax.nd.gov/alcohol/licensing,2026-03-24
39,OH_D1,D1 Permit (Beer On-Premises),on_premise,True,True,True,False,False,bar_restaurant,,False,,True,,Ohio Division of Liquor Control,ORC §4303.13,Beer only; on-premises and carry-out; until 1AM,draft,https://com.ohio.gov/divisions-and-programs/liquor-control/permit-information,2026-03-24
39,OH_D2,D2 Permit (Wine On-Premises),on_premise,True,True,False,True,False,bar_restaurant,,False,,True,,Ohio Division of Liquor Control,ORC §4303.14,Wine and mixed beverages; on-premises and carry-out; until 1AM,draft,https://com.ohio.gov/divisions-and-programs/liquor-control/permit-information,2026-03-24
39,OH_D3,D3 Permit (Spirits On-Premises),on_premise,True,True,False,False,True,bar_restaurant,,True,Population-based quota,True,,Ohio Division of Liquor Control,ORC §4303.15,Spirituous liquor on-premises; to-go bottles; until 1AM; quota-limited,draft,https://com.ohio.gov/divisions-and-programs/liquor-control/permit-information,2026-03-24
39,OH_D5,D5 Permit (All Beverages On-Premises),on_premise,True,False,True,True,True,bar_restaurant,,True,Population-based quota,True,,Ohio Division of Liquor Control,ORC §4303.17,All beverages on-premises until 2:30AM; most sought-after permit; quota-limited,draft,https://com.ohio.gov/divisions-and-programs/liquor-control/permit-information,2026-03-24
39,OH_C1,C1 Permit (Beer Off-Premises),off_premise,False,True,True,False,False,grocery,,False,,True,,Ohio Division of Liquor Control,ORC §4303.02,Beer carry-out sealed containers; grocery and convenience,draft,https://com.ohio.gov/divisions-and-programs/liquor-control/permit-information,2026-03-24
